State,city,restaurant_name,Location,cuisine_type,Dish Name,cost,rating,rating_count,order_id,latitude,longitude,distance_km,traffic_level,food_preparation_time,delivery_time,total_time,expected_time,delivery_delay,delay_category,order_hour,time_of_day,peak_hour_flag,day_of_the_week,sentiment_score,sentiment
Telangana,Hyderabad,The Fisherman'S Wharf,Gachibowli,Pan Asian Cravings,Gobi Manchurian Dry,410.0,4.8,20,1002544,12.872151,77.697174,13.35,High,21,76,97,78,19,Heavily Delayed,14,Afternoon,1,Weekend,0.95,Positive
Rajasthan,Jaipur,Dmb Sweets Pvt Ltd,Lal Kothi,Cookies,Kaju Khatai Biscuit 250gm,185.0,4.6,1,1002545,12.971907,77.717578,11.81,High,39,64,103,90,13,Slightly Delayed,20,Night,1,Weekday,0.8999999999999999,Positive
Rajasthan,Jaipur,Crusto'S - Cheese Burst Pizza By Olio,MALVIYA NAGAR,Recommended,Veg Paradise Pizza,349.0,4.6,2,1002546,12.869412,77.732125,10.0,High,16,58,74,60,14,Slightly Delayed,13,Afternoon,1,Weekday,0.8999999999999999,Positive
Himachal Pradesh,Shimla,Mcdonald'S,Tehsil Shimla,Mccafe,  Vietnamese Iced Coffee,138.0,5.0,8,1002547,12.951886,77.584147,8.17,High,44,44,88,80,8,Slightly Delayed,12,Afternoon,0,Weekday,1.0,Positive
Haryana,Gurgaon,Burger King,Maitra Complex,Desserts,Chocolate Mousse Cup,119.0,3.8,5,1002548,12.951777,77.646909,4.56,Low,40,20,60,62,-2,On Time,23,Night,0,Weekday,0.7,Neutral
Assam,Guwahati,Domino'S Pizza,Jatia,Recommended,Classic,79.0,4.8,40,1002549,12.866502,77.567144,7.37,Low,23,26,49,56,-7,Early,11,Afternoon,0,Weekend,0.95,Positive
Rajasthan,Jaipur,Ifc Pizza And Burger,Vidhyadhar Nagar,Delicious Side,Mexican Wrap,201.0,2.7,41,1002550,12.937205,77.555215,5.1,Medium,37,34,71,61,10,Slightly Delayed,16,Evening,0,Weekday,0.42500000000000004,Negative
Nagaland,Kohima,Domino'S Pizza,Kohima Locality,Recommended,Cheese n Corn Pizza,239.0,4.6,45,1002551,12.87775,77.579479,14.08,High,21,78,99,80,19,Heavily Delayed,13,Afternoon,1,Weekday,0.8999999999999999,Positive
Gujarat,Ahmedabad,Sasuma,Vastrapur,Maggi,Mix Veg Maggi,100.0,3.5,13,1002552,13.052059,77.672923,13.7,Jam,15,109,124,73,51,Heavily Delayed,10,Morning,0,Weekday,0.625,Neutral
West Bengal,Kolkata,Leancrust Pizza- Thincrust Experts,Jessore Rd,Desserts & Drinks,Coke Can [330 ml],70.0,4.9,6,1002553,13.086922,77.600432,3.18,High,13,22,35,30,5,On Time,21,Night,1,Weekend,0.9750000000000001,Positive
Punjab,Chandigarh,Subway,Sector 38,Recommended,Corn & Peas Sandwich,219.04,4.5,96,1002554,12.868079,77.694218,12.52,High,42,69,111,95,16,Heavily Delayed,8,Morning,0,Weekday,0.875,Positive
Tamil Nadu,Chennai,Sangeetha Veg Restaurant,Perambur,Indian Breasds,Veg Stuffed Kulcha,143.0,4.7,35,1002555,13.088779,77.673566,10.84,Jam,14,87,101,61,40,Heavily Delayed,15,Afternoon,0,Weekday,0.925,Positive
Chhattisgarh,Raipur,New Little Hut Family Restaurant,Samta Colony,Holi Specials,Lachha Paratha  ,35.2,4.7,11,1002556,12.980644,77.456144,14.65,Jam,18,114,132,80,52,Heavily Delayed,23,Night,0,Weekday,0.925,Positive
Uttar Pradesh,Lucknow,Mcdonald'S,Phoenix Mall,Extra Value Meal Medium,EVM McSpicy® Paneer,340.0,5.0,3,1002557,12.924891,77.639071,7.49,High,27,41,68,61,7,Slightly Delayed,13,Afternoon,1,Weekday,1.0,Positive
Karnataka,Bengaluru,Homely,Bellandur Sarjapur,Homely Rice Meals,Chole Chawal,239.0,4.4,11,1002558,12.869216,77.580971,11.11,High,41,61,102,89,13,Slightly Delayed,15,Afternoon,0,Weekday,0.8500000000000001,Positive
Karnataka,Bengaluru,Mcdonald'S,Sarjapur-Marathahalli Road,Burgers & Wraps,Chicken Surprise Burger,76.0,4.3,76,1002559,12.975156,77.586989,8.25,High,40,42,82,77,5,On Time,23,Night,0,Weekend,0.825,Positive
Chhattisgarh,Raipur,Lunchbox - Meals And Thalis,Govind Nagar,Beverages,Jeera Masala Soda (350 mL),57.0,4.4,7,1002560,13.048629,77.695512,1.97,High,43,15,58,55,3,On Time,8,Morning,0,Weekday,0.8500000000000001,Positive
Karnataka,Bengaluru,Burger King,yelahanka,Soft Drinks,Fanta Medium,95.0,3.5,9,1002561,13.026772,77.614282,1.65,High,36,15,51,47,4,On Time,15,Afternoon,0,Weekday,0.625,Neutral
Punjab,Chandigarh,Mcdonald'S,Airport Road,Extra Value Meal Medium,EVM McAloo Tikki Burger® ,207.0,4.3,68,1002562,12.862557,77.715687,2.71,Low,22,14,36,37,-1,On Time,20,Night,1,Weekday,0.825,Positive
Delhi,New Delhi,Hira Sweets,Indirapuram,Cakes & Pastry,Choco Crunch Cake [1kg],745.67,5.0,2,1002563,12.868225,77.663842,5.15,High,13,30,43,38,5,On Time,22,Night,0,Weekend,1.0,Positive
Meghalaya,Shillong,Kfc,Police Bazaar,Desserts & Beverages,7UP Can 300 ml,57.14,4.6,47,1002564,12.950718,77.615852,4.63,High,18,24,42,41,1,On Time,19,Evening,1,Weekday,0.8999999999999999,Positive
Jharkhand,Ranchi,Kaveri'S,Ashok Nagar,Kebab,Veg Seekh Kebab,236.0,3.7,5,1002565,12.923823,77.676361,11.2,Medium,17,49,66,65,1,On Time,12,Afternoon,0,Weekend,0.675,Neutral
West Bengal,Kolkata,Wow! Momo,DumDum,Fried Momo,Veg Hot Garlic Fried Momo,204.0,4.6,4,1002566,12.908096,77.461505,11.02,High,15,59,74,62,12,Slightly Delayed,19,Evening,1,Weekend,0.8999999999999999,Positive
Punjab,Chandigarh,Apna Vaishno Dhaba,Sector 10 Panchkula,Main Course,Special Paneer Masala,229.0,4.0,4,1002567,12.920251,77.458125,14.6,Jam,42,111,153,103,50,Heavily Delayed,10,Morning,0,Weekday,0.75,Positive
Kerala,Kochi,I Deli Cafe,Kaloor,Dosa,Rava Masala Dosa,188.0,4.6,11,1002568,13.050871,77.475005,5.35,Medium,15,27,42,40,2,On Time,13,Afternoon,1,Weekend,0.8999999999999999,Positive
Rajasthan,Jaipur,Bombay Mishthan Bhandar (Bmb) - Durapura,Durgapura,Ghee Sweets,Imarti,175.0,4.9,21,1002569,13.082307,77.58127,14.14,High,26,74,100,86,14,Slightly Delayed,9,Morning,0,Weekday,0.9750000000000001,Positive
Manipur,Imphal,Kfc,Chingamikha,Rice Bowlz,Smoky Red Chicken Rice Bowl - Biryani Style,230.0,4.6,1,1002570,12.951276,77.520635,9.58,Medium,22,42,64,64,0,On Time,10,Morning,0,Weekday,0.8999999999999999,Positive
Telangana,Hyderabad,Go Zero Ice Creams & Desserts,Narsingi FC,Recommended,Mocha Fudge Brownie (100 ml),114.0,4.5,13,1002571,13.076528,77.745278,7.93,Medium,31,39,70,66,4,On Time,12,Afternoon,0,Weekday,0.875,Positive
Meghalaya,Shillong,Kfc,Laitumkhrah,Rolls,Korean Tangy Roll & Popcorn Chicken Meal,319.0,3.9,24,1002572,12.930374,77.612687,10.35,Jam,28,81,109,73,36,Heavily Delayed,18,Evening,0,Weekday,0.725,Neutral
Karnataka,Bengaluru,Domino'S Pizza,Rajarajeshwari Nagar,Garlic Breads & More,Tandoori Loaded Paneer Parcel,139.0,4.0,1,1002573,12.969109,77.648725,10.84,Jam,37,84,121,84,37,Heavily Delayed,12,Afternoon,0,Weekday,0.75,Positive
Karnataka,Bengaluru,Kfc,Jalahalli-Peenya,Hot & Crispy Chicken & Wings,Hot Chicken Wings - 4 pcs,185.0,4.1,784,1002574,12.906507,77.533646,3.41,Low,34,16,50,52,-2,On Time,22,Night,0,Weekend,0.7749999999999999,Positive
Gujarat,Ahmedabad,Nini'S Kitchen,Sola,Main Course,Paneer Makhani,550.0,4.5,22,1002575,13.010119,77.546539,11.52,Medium,17,50,67,66,1,On Time,22,Night,0,Weekday,0.875,Positive
Gujarat,Ahmedabad,Pizza Hut,Sola,Pasta,Spicy Red Schezwan Pasta,179.0,4.1,2,1002576,13.094745,77.550639,11.15,High,41,58,99,89,10,Slightly Delayed,21,Night,1,Weekday,0.7749999999999999,Positive
Maharashtra,Mumbai,Pizza Hut,Nerul,Veg Pizza,Margherita Pizza,169.0,4.3,417,1002577,13.000873,77.659621,14.97,High,20,81,101,83,18,Heavily Delayed,15,Afternoon,0,Weekday,0.825,Positive
Karnataka,Bengaluru,Burger King,Yelahanka,Value Meals (Save Upto 47%),"BK Veggie Burger+Fries(Reg)+Coca Cola,",324.0,4.7,17,1002578,12.939454,77.592112,13.77,Medium,27,61,88,85,3,On Time,23,Night,0,Weekday,0.925,Positive
Jammu and Kashmir,Srinagar,Parsa'S,Nowgam,Tandoori,Tandoori Chicken,350.0,3.6,4,1002579,13.011954,77.605305,10.59,Jam,36,87,123,82,41,Heavily Delayed,19,Evening,1,Weekend,0.65,Neutral
Karnataka,Bengaluru,Cheesecake & Co.,Whitefield,Jar,Belgian Chocolate Mousse Jar,250.0,4.7,18,1002580,12.88073,77.627601,10.97,Jam,43,86,129,90,39,Heavily Delayed,17,Evening,0,Weekday,0.925,Positive
Uttar Pradesh,Lucknow,Mcdonald'S,Vrindavan Yojna,Desserts,Small McFlurry® Choc crunch,93.0,3.5,3,1002581,13.072165,77.680643,14.24,Jam,24,112,136,84,52,Heavily Delayed,23,Night,0,Weekday,0.625,Neutral
Maharashtra,Mumbai,Veg Sizzel'S,Vasant Vihar,Lassi,Sweet Lassi,145.0,4.6,29,1002582,12.975771,77.477111,14.54,Jam,22,115,137,83,54,Heavily Delayed,23,Night,0,Weekday,0.8999999999999999,Positive
Karnataka,Bengaluru,Brahmins' Thatte Idli,Virupakshapura,South Indian Lunch Combo,Combo 6: Brahmins Spl Puliogare + Curd Rice,120.0,5.0,3,1002583,12.962337,77.683062,12.58,Jam,36,101,137,90,47,Heavily Delayed,20,Night,1,Weekend,1.0,Positive
Manipur,Imphal,Pizza Hut,Chingamikha,Recommended,Country Feast,319.0,2.8,5,1002584,12.996466,77.618971,11.74,High,28,78,106,78,28,Heavily Delayed,12,Afternoon,0,Weekend,0.44999999999999996,Negative
Karnataka,Bengaluru,A2B - Adyar Ananda Bhavan,Vidyaranyapura,Recommended,Sweet Pongal,110.0,3.9,43,1002585,13.006196,77.650729,2.56,High,22,20,42,36,6,Slightly Delayed,22,Night,0,Weekend,0.725,Neutral
Maharashtra,Mumbai,Oven Story Pizza,Nerul,"Pastas, Lasagnas & Quesedilla",Mughlai Masti Mac N Cheese Pasta (Newly Launched),300.0,4.2,2,1002586,12.867944,77.548266,12.62,Jam,16,98,114,70,44,Heavily Delayed,13,Afternoon,1,Weekday,0.8,Positive
Tripura,Agartala,Shyamasree Restaurant,Battala,Recommended,Mutton Curry Half,170.0,4.3,311,1002587,13.020654,77.572816,4.54,Medium,10,24,34,32,2,On Time,18,Evening,0,Weekend,0.825,Positive
Punjab,Chandigarh,Domino'S Pizza,Phase 10 Mohali,Garlic Breads & More,Taco Mexicana Veg (Single),79.0,4.3,440,1002588,12.910483,77.51935,8.89,High,30,48,78,69,9,Slightly Delayed,21,Night,1,Weekday,0.825,Positive
Jammu and Kashmir,Srinagar,The Master Chef,Rajbagh,Momo Hut,Chicken Tandoori Momo [8 Pc],199.0,4.5,8,1002589,13.028488,77.74379,6.68,Medium,25,27,52,56,-4,On Time,8,Morning,0,Weekend,0.875,Positive
Chhattisgarh,Raipur,Khana Khazana (Shankar Nagar),Shankar Nagar,Sabziyaan,Paneer Lachhedar (250 Gm),160.0,4.1,16,1002590,13.055634,77.599101,5.84,Jam,38,50,88,65,23,Heavily Delayed,8,Morning,0,Weekday,0.7749999999999999,Positive
Jammu and Kashmir,Srinagar,Punjabi Darbaar Dhaba,Boulevard,Veg Dishes,Dum Aloo,210.0,2.2,6,1002591,13.05099,77.748823,5.34,Low,33,34,67,58,9,Slightly Delayed,12,Afternoon,0,Weekday,0.30000000000000004,Negative
Kerala,Kochi,Bektash,Marad,Add Ons,Mandhi Rice,119.0,4.4,94,1002592,12.988125,77.596936,12.98,High,28,71,99,83,16,Heavily Delayed,14,Afternoon,1,Weekday,0.8500000000000001,Positive
Tripura,Agartala,Kfc,Jay Nagar,All Day Lunch Special Meal Box (Save Rs 115),Roll Meal Box,399.0,4.3,43,1002593,12.980042,77.515925,11.77,Medium,36,50,86,86,0,On Time,13,Afternoon,1,Weekend,0.825,Positive
Karnataka,Bengaluru,Bengaluru Central Cafe,Yelahanka,Rice & Pulao,Plain Rice,80.0,3.2,5,1002594,12.885719,77.602236,8.33,High,10,59,69,47,22,Heavily Delayed,8,Morning,0,Weekday,0.55,Neutral
Punjab,Chandigarh,Lord Petrick,Sector 15,Duo Meals,2 Batata Harra Burger (v)+ Fries (medium),260.0,4.6,17,1002595,13.043837,77.461879,10.3,Jam,36,81,117,81,36,Heavily Delayed,18,Evening,0,Weekend,0.8999999999999999,Positive
Punjab,Chandigarh,Mcdonald'S,Sector 35,Wraps,Aloo Wrap,91.0,4.3,183,1002596,12.917852,77.721431,14.78,High,23,76,99,85,14,Slightly Delayed,8,Morning,0,Weekday,0.825,Positive
Manipur,Imphal,Sangai Continental (Non Halal),Thangal Bazar,Indian Rice / Breads,Plain Rice,220.0,3.0,20,1002597,12.974174,77.695565,6.57,High,20,58,78,50,28,Heavily Delayed,22,Night,0,Weekday,0.5,Neutral
Sikkim,Gangtok,Pizza Hut,Gangtok,Garlic Bread,Cheese Garlic Bread,159.0,4.1,8,1002598,12.921069,77.667746,8.72,Medium,32,42,74,71,3,On Time,22,Night,0,Weekend,0.7749999999999999,Positive
Punjab,Chandigarh,Subway,Sector 38,Recommended,Veggie Delite Sandwich,219.04,4.8,106,1002599,12.883457,77.632948,8.47,Medium,29,38,67,67,0,On Time,9,Morning,0,Weekday,0.95,Positive
West Bengal,Kolkata,Panna Sweets & Restaurant,Behala,Dry Fruit,Gurer Barfi (4 Pice),84.0,4.7,12,1002600,13.007389,77.62395,14.1,High,35,77,112,94,18,Heavily Delayed,21,Night,1,Weekday,0.925,Positive
Goa,Panaji,Highway Kitchen,Bogmalo,Non-Veg Starters,Hariyali Chicken Tikka,390.0,5.0,14,1002601,12.863583,77.749018,5.92,Medium,27,26,53,55,-2,On Time,20,Night,1,Weekday,1.0,Positive
Kerala,Kochi,Supreme Upper Crust,Vyttila,Today Specials,Creamy Penne With Chicken And Broccoli,360.0,4.7,42,1002602,13.037161,77.533399,14.81,High,39,80,119,101,18,Heavily Delayed,15,Afternoon,0,Weekday,0.925,Positive
West Bengal,Kolkata,Kfc,Behala Shakuntala Park,Burgers,Zinger Pro Burger & Popcorn Meal,469.0,5.0,10,1002603,12.929397,77.683905,5.27,High,13,32,45,38,7,Slightly Delayed,13,Afternoon,1,Weekend,1.0,Positive
Chhattisgarh,Raipur,Anna Punjabi,Civil Lines,Mutton,Mutton Curry,350.0,3.8,136,1002604,12.850034,77.624421,2.52,Low,28,12,40,42,-2,On Time,15,Afternoon,0,Weekend,0.7,Neutral
Tripura,Agartala,Daya Hari Mithai,Kaman Chowmuhani,Indian Main Course,Paneer Punjabi Masala,325.0,4.8,5,1002605,12.977782,77.742764,3.68,Low,14,16,30,33,-3,On Time,23,Night,0,Weekday,0.95,Positive
Karnataka,Bengaluru,Mcdonald'S,Rajarajeshwari Nagar,Mcsaver Combos (2 Pc Meals),Mexican McAloo Tikki Burger + Fries (L),180.0,4.4,53,1002606,12.861713,77.698341,6.97,Medium,11,25,36,43,-7,Early,18,Evening,0,Weekday,0.8500000000000001,Positive
Tamil Nadu,Chennai,Arusuvai Cafe,OMR Navalur,Breakfast Menu,Ghee Pongal,110.0,4.3,716,1002607,12.919042,77.749558,10.1,High,19,56,75,63,12,Slightly Delayed,12,Afternoon,0,Weekday,0.825,Positive
Goa,Panaji,Pastas By Pizza Hut,North Goa,Pastas,Spicy Red Schezwan Chicken Pasta,199.0,4.8,4,1002608,13.026744,77.626497,8.24,Medium,20,34,54,57,-3,On Time,15,Afternoon,0,Weekday,0.95,Positive
Uttar Pradesh,Lucknow,Radhey Lal Premium Sweets,Chowk,Summer Beverages,Kulhad Dry Fruit Lassi,125.0,4.5,53,1002609,12.865672,77.511363,6.27,Medium,31,30,61,60,1,On Time,23,Night,0,Weekend,0.875,Positive
Mizoram,Aizawl,Kfc,Bowngkawn,Rolls,Korean Tangy Chicken Roll,139.0,4.4,9,1002610,13.059835,77.601106,8.87,Medium,17,41,58,56,2,On Time,21,Night,1,Weekday,0.8500000000000001,Positive
Karnataka,Bengaluru,Kfc,Jalahalli-Peenya,Desserts & Beverages,Mirinda Can 300 ml,66.67,4.5,51,1002611,12.850955,77.663333,12.74,Jam,12,101,113,66,47,Heavily Delayed,13,Afternoon,1,Weekend,0.875,Positive
Himachal Pradesh,Shimla,Aao Ji Te Khao Ji,Mall Road Solan,South Indian Dishes,Paneer Dosa,200.0,3.9,23,1002612,12.911706,77.682308,12.75,Medium,27,52,79,81,-2,On Time,19,Evening,1,Weekday,0.725,Neutral
Kerala,Kochi,Lunchbox - Meals And Thalis,Edappally,Chapati Lunchbox,Mushroom Masala with Chapati Lunchbox,279.0,5.0,3,1002613,13.035226,77.450153,11.17,Jam,31,87,118,79,39,Heavily Delayed,18,Evening,0,Weekday,1.0,Positive
Tamil Nadu,Chennai,Sangeetha Veg Restaurant,Perambur,Starters,Chilli Paneer,345.0,4.5,187,1002614,12.929068,77.601508,14.33,High,20,77,97,80,17,Heavily Delayed,8,Morning,0,Weekend,0.875,Positive
Himachal Pradesh,Shimla,New Chanakya,Mall Road Solan,Fried Rice And Noodles,Schezwan Fried Rice,200.0,4.1,3,1002615,12.875473,77.52057,9.26,High,11,53,64,52,12,Slightly Delayed,20,Night,1,Weekend,0.7749999999999999,Positive
Jammu and Kashmir,Srinagar,Kfc,Bemina,Hot & Crispy Chicken & Wings,Hot & Crispy Chicken - 6 pcs,639.0,4.8,17,1002616,12.940058,77.712474,1.11,High,31,12,43,40,3,On Time,10,Morning,0,Weekday,0.95,Positive
Tamil Nadu,Chennai,Sandy'S Chocolate Laboratory,Nungambakkam,Freshly Baked Cookies,Death By Chocolate,150.0,4.0,2,1002617,12.917598,77.495872,5.07,Medium,24,25,49,48,1,On Time,11,Afternoon,0,Weekday,0.75,Positive
Maharashtra,Mumbai,Chinese Wok,Viviana,Recommended,Hunan Chicken Dry - Full,379.0,3.9,7,1002618,13.060678,77.649937,5.6,Jam,17,45,62,43,19,Heavily Delayed,10,Morning,0,Weekend,0.725,Neutral
Meghalaya,Shillong,Mikado Restaurant,Police Bazar,Non Vegetarian Delights,Mutton Kasha,399.0,3.0,31,1002619,12.928337,77.529819,8.66,Low,28,42,70,66,4,On Time,10,Morning,0,Weekend,0.5,Neutral
Madhya Pradesh,Indore,"Faasos - Wraps, Rolls & Shawarma",Sudama Nagar,Desserts,Walnut Brownie,109.0,3.9,4,1002620,13.047233,77.556963,13.67,High,18,74,92,76,16,Heavily Delayed,19,Evening,1,Weekday,0.725,Neutral
Karnataka,Bengaluru,Pizza Hut,Kanakapura Road,One Plus One Medium @649,Super Value Deal : 2 Medium Veg Pizzas starting at Rs 719 (Save Upto 41%).,649.0,4.6,4,1002621,13.072968,77.732168,12.73,High,14,69,83,68,15,Slightly Delayed,17,Evening,0,Weekday,0.8999999999999999,Positive
Rajasthan,Jaipur,Bombay Mishthan Bhandar (Bmb) - Durapura,Durgapura,Bengali Sweets,Shiromani,161.0,4.0,2,1002622,12.958454,77.522134,4.25,Low,17,16,33,38,-5,On Time,17,Evening,0,Weekend,0.75,Positive
Himachal Pradesh,Shimla,Tara Bhojanalya,Shilli,Breads,Missi Roti,78.0,2.8,6,1002623,13.077486,77.478501,8.27,Medium,42,49,91,79,12,Slightly Delayed,17,Evening,0,Weekday,0.44999999999999996,Negative
Bihar,Patna,Barbecue Live,Anandpuri,Starters,Chicken Lolypop,380.0,4.1,7,1002624,12.94433,77.470785,10.23,Jam,24,83,107,68,39,Heavily Delayed,8,Morning,0,Weekend,0.7749999999999999,Positive
Maharashtra,Mumbai,Mcdonald'S,Dombivli East,Burger Combos ( 3 Pc Meals ),McEgg Burger Happy Meal,237.99,4.9,4,1002625,13.09102,77.601385,14.83,High,24,80,104,86,18,Heavily Delayed,14,Afternoon,1,Weekend,0.9750000000000001,Positive
Madhya Pradesh,Indore,Wow! China,NEAR VIRANDAVAN RESTAURANT,Barish Combo Save Up To41%,Chicken Chowmein,279.0,4.2,9,1002626,12.872322,77.642513,1.44,Medium,16,10,26,26,0,On Time,22,Night,0,Weekday,0.8,Positive
Uttar Pradesh,Lucknow,Classic Radhey Sweets,Mahanagar,Gifting Specials,Gratitude Basket,680.0,4.0,4,1002627,13.021755,77.548188,7.49,Jam,30,62,92,64,28,Heavily Delayed,20,Night,1,Weekend,0.75,Positive
Kerala,Kochi,Dubai Hut,Marad,Indian Breads,Appam ,14.0,4.5,58,1002628,12.973454,77.657078,14.83,High,35,82,117,97,20,Heavily Delayed,22,Night,0,Weekday,0.875,Positive
Punjab,Chandigarh,Mcdonald'S,Airport Road,Extra Value Meal Medium,EVM Chicken McGrill®,248.0,4.8,12,1002629,12.946912,77.46831,14.68,High,10,76,86,72,14,Slightly Delayed,15,Afternoon,0,Weekend,0.95,Positive
Meghalaya,Shillong,Shaan Sweets And Snacks,Nongthymmai Nongkhyriem,Packet Items,Corn Flakes Cookies (200 Gms),130.0,4.3,3,1002630,13.008178,77.7072,5.63,Jam,35,50,85,61,24,Heavily Delayed,14,Afternoon,1,Weekday,0.825,Positive
Punjab,Chandigarh,Domino'S Pizza,Phase 10 Mohali,Beverages,Sprite 475ml,66.66,4.0,9,1002631,13.025964,77.69497,1.0,High,35,14,49,43,6,Slightly Delayed,23,Night,0,Weekday,0.75,Positive
Gujarat,Ahmedabad,Jayhind Sweets,Ghatlodia,Namkeen,Chana Dal,88.0,4.2,5,1002632,12.851091,77.745649,9.21,Jam,37,74,111,77,34,Heavily Delayed,13,Afternoon,1,Weekday,0.8,Positive
Delhi,New Delhi,Burger King,Raj Nagar,New Whopper Deluxe (Reg. Size Bun),Extra Crunchy Veg Whopper Deluxe(Reg. Size Bun)!,149.0,4.7,18,1002633,12.891738,77.730951,13.14,High,18,72,90,74,16,Heavily Delayed,16,Evening,0,Weekday,0.925,Positive
Uttarakhand,Dehradun,Kfc,Mall of Dehradun,Rolls,2 Double Chicken Rolls,328.57,4.0,2,1002634,13.028262,77.556859,5.54,High,35,38,73,61,12,Slightly Delayed,14,Afternoon,1,Weekday,0.75,Positive
Karnataka,Bengaluru,The Good Bowl,Gunjur Village,Desserts,New York Cheesecake,179.0,3.3,3,1002635,13.016596,77.569783,14.08,High,22,84,106,81,25,Heavily Delayed,8,Morning,0,Weekday,0.575,Neutral
Maharashtra,Mumbai,Shiv Sagar Veg Restaurant,Thane West,Saath Saath,Boondi Raita,190.0,2.0,6,1002636,13.091512,77.673789,5.66,High,14,51,65,41,24,Heavily Delayed,19,Evening,1,Weekday,0.25,Negative
Mizoram,Aizawl,Kfc,Bowngkawn,Peri Peri Chicken Strips & Leg Pc (Up To 25% Off),Peri Peri Chicken 5 Leg Piece Meal,659.0,3.6,3,1002637,13.040259,77.490225,9.54,Jam,27,77,104,69,35,Heavily Delayed,21,Night,1,Weekend,0.65,Neutral
Madhya Pradesh,Indore,Burger King,Rajendra Nagar,Kings Collection ( Premium Burgers ),Flame-Grilled Mutton Whopper Deluxe(Reg. Size Bun) +Crispy Chicken Burger.,318.0,4.8,1,1002638,13.087693,77.544204,11.11,High,32,63,95,80,15,Slightly Delayed,16,Evening,0,Weekend,0.95,Positive
Rajasthan,Jaipur,Burger King,Jagatpura,Exclusive Deals (Save Upto 40%),"Extra Crunchy Veg Whopper Deluxe(Reg. Size Bun) +Crunchy Veg Taco,",239.0,3.8,2,1002639,13.025635,77.485562,5.84,Medium,37,27,64,64,0,On Time,20,Night,1,Weekday,0.7,Neutral
Himachal Pradesh,Shimla,Jashan Restaurant,Mall Road,Recommended,Veg. Biryani,310.0,4.3,6,1002640,12.924513,77.586466,5.93,Medium,14,26,40,42,-2,On Time,10,Morning,0,Weekend,0.825,Positive
Telangana,Hyderabad,Subway,Neo Aparna Mall,Recommended,Classic Chicken Craver (10cm),169.0,3.6,6,1002641,12.876341,77.615601,7.58,High,36,46,82,70,12,Slightly Delayed,19,Evening,1,Weekend,0.65,Neutral
Bihar,Patna,Cherry Sweets & Confectioners,Patliputra Colony,Snacks,Paneer Kulcha,45.0,4.2,163,1002642,13.045456,77.513348,12.69,High,29,69,98,83,15,Slightly Delayed,14,Afternoon,1,Weekend,0.8,Positive
Punjab,Chandigarh,Kfc,Sector 15,Flat 179 Meals/Bucket,2 pc Hot & Crispy Chicken,229.52,4.7,19,1002643,13.011037,77.45799,2.41,Medium,43,14,57,57,0,On Time,22,Night,0,Weekday,0.925,Positive
Punjab,Chandigarh,Hrx By Eatfit,Sector 24,Fruit Pop Jars,Mango Fruit Pop,232.0,3.8,5,1002644,12.862047,77.665807,9.84,Medium,23,45,68,66,2,On Time,9,Morning,0,Weekend,0.7,Neutral
Odisha,Bhubaneswar,Jugaad Jn,Patia,Chat Corner,Papdi Chat,99.0,4.4,0,1002645,12.940013,77.456002,10.48,Jam,15,86,101,60,41,Heavily Delayed,23,Night,0,Weekday,0.8500000000000001,Positive
Delhi,New Delhi,Mcdonald'S,Rohini,Mccafe,Cold Coffee  Frappe,206.0,3.4,18,1002646,13.0892,77.742021,8.81,Medium,36,53,89,75,14,Slightly Delayed,16,Evening,0,Weekday,0.6,Neutral
Uttarakhand,Dehradun,Downtown Multicuisine,Chironwali,Recommended,Murgh Tikka,376.0,4.7,65,1002647,12.9751,77.516482,14.1,High,11,77,88,70,18,Heavily Delayed,11,Afternoon,0,Weekday,0.925,Positive
Odisha,Bhubaneswar,Subway,Patia,Recommended,Chilli Bean Patty Sandwich,239.0,4.4,97,1002648,12.958182,77.64917,9.43,Medium,18,43,61,59,2,On Time,15,Afternoon,0,Weekday,0.8500000000000001,Positive
Uttar Pradesh,Lucknow,La Pino'Z Pizza,Chowk,Recommended,Korma Special Pizza,308.0,2.0,4,1002649,12.964425,77.580426,9.88,Low,20,45,65,63,2,On Time,13,Afternoon,1,Weekday,0.25,Negative
Jammu and Kashmir,Srinagar,Pizza Hut,Rajbagh,Recommended,Sprinkled Fries - New,109.0,3.9,45,1002650,12.902221,77.467902,9.4,Medium,14,40,54,55,-1,On Time,16,Evening,0,Weekday,0.725,Neutral
Tamil Nadu,Chennai,Ratna Cafe (Estd.1948),Kilpauk,Snacks,Aaloo Chilly Bhaji,40.0,4.3,14,1002651,12.942177,77.591655,11.11,Jam,20,87,107,68,39,Heavily Delayed,12,Afternoon,0,Weekday,0.825,Positive
Goa,Panaji,Sakana,Vagator,Starter,Chicken Kurozu,470.0,4.8,33,1002652,12.942453,77.605028,2.9,High,12,17,29,28,1,On Time,17,Evening,0,Weekday,0.95,Positive
Punjab,Chandigarh,La Pino'Z Pizza,Sector 38,Dotd,Farm Villa Pizza Regular,255.0,4.8,23,1002653,12.863089,77.706405,13.52,Medium,35,55,90,92,-2,On Time,23,Night,0,Weekday,0.95,Positive
Gujarat,Ahmedabad,Gayatri Ganthiya,Isanpur,Gota And Vada,Methina gota,60.0,4.5,1,1002654,13.041892,77.669705,1.59,Medium,23,15,38,34,4,On Time,10,Morning,0,Weekend,0.875,Positive
